time,id,x,y,w,h,vx,vy,v,ax,ay,a,Speed2D-(m/s),VelForward-(m/s),VelLateral-(m/s)
65655.0,3.0,182.9524,85.8767,12.4881,3.3358,-11.56,-0.1573,11.561,0.0077,0.2309,-0.0077,11.19,11.19,0.19
65655.03,3.0,182.5671,85.8718,12.8302,3.5069,-11.5615,-0.1473,11.5626,-0.0462,0.3002,0.0385,11.2,11.2,0.18000001
65655.06,3.0,182.1817,85.8672,12.702,3.6351,-11.5618,-0.1365,11.5626,-0.0077,0.3233,0.0,11.19,11.19,0.19
65655.1,3.0,181.7966,85.863,12.3597,3.5496,-11.5515,-0.1265,11.5523,0.3079,0.3002,-0.3079,11.19,11.19,0.18000001
65655.13,3.0,181.4117,85.8591,12.6591,3.6351,-11.5467,-0.117,11.5472,0.1463,0.2848,-0.1463,11.18,11.18,0.19
65655.16,3.0,181.0268,85.8555,12.702,3.4642,-11.5469,-0.1088,11.5474,-0.0077,0.2463,0.0077,11.18,11.18,0.17
65655.2,3.0,180.6418,85.8521,12.8302,3.3358,-11.5515,-0.0998,11.552,-0.1386,0.2694,0.1386,11.17,11.17,0.17
65655.23,3.0,180.2565,85.8489,12.317,3.3358,-11.5574,-0.0965,11.5579,-0.1771,0.1001,0.1771,11.16,11.16,0.18000001
65655.26,3.0,179.87099999999995,85.8459,12.317,3.3358,-11.5669,-0.0906,11.5672,-0.2848,0.1771,0.2848,11.16,11.16,0.17
65655.3,3.0,179.4851,85.84299999999998,12.6591,3.5069,-11.5757,-0.0854,11.5759,-0.2617,0.154,0.2617,11.15,11.15,0.17
65655.33,3.0,179.0988,85.8403,12.317,3.5069,-11.589,-0.0813,11.5893,-0.4003,0.1232,0.4003,11.14,11.14,0.16
65655.36,3.0,178.7122,85.8377,12.4454,3.4642,-11.5998,-0.0785,11.6,-0.3233,0.0847,0.3233,11.14,11.14,0.15000001
65655.4,3.0,178.3254,85.8352,12.4881,3.3358,-11.6018,-0.0765,11.6021,-0.0616,0.0616,0.0616,11.13,11.13,0.15000001
65655.43,3.0,177.9393,85.8326,12.4881,3.3358,-11.5828,-0.077,11.5831,0.5697,-0.0154,-0.5697,11.12,11.12,0.17
65655.46,3.0,177.5545,85.8298,12.4881,3.3358,-11.5446,-0.0829,11.5449,1.147,-0.1771,-1.147,11.12,11.12,0.15000001
65655.5,3.0,177.1715,85.82700000000001,12.4453,3.4642,-11.4899,-0.0854,11.4902,1.6397,-0.077,-1.6397,11.11,11.11,0.16
65655.53,3.0,176.7905,85.8241,12.317,3.3358,-11.4296,-0.0867,11.4299,1.8091,-0.0385,-1.8091,11.1,11.1,0.16
65655.56,3.0,176.4113,85.8212,12.317,3.3358,-11.3776,-0.0867,11.3778,1.5627,0.0,-1.5627,11.09,11.09,0.15000001
65655.6,3.0,176.0336,85.8182,12.702,3.5069,-11.3291,-0.0908,11.3293,1.4549,-0.1232,-1.4549,11.09,11.08,0.16
65655.63,3.0,175.6573,85.8149,12.5309,3.5069,-11.2901,-0.0973,11.2906,1.1701,-0.1925,-1.1701,11.08,11.08,0.15000001
65655.66,3.0,175.2817,85.8114,12.5737,3.3358,-11.2677,-0.1047,11.2682,0.6697,-0.2232,-0.6697,11.08,11.07,0.15000001
65655.7,3.0,174.9064,85.8077,12.6591,3.5069,-11.258,-0.1134,11.2585,0.2925,-0.2617,-0.2925,11.07,11.07,0.15000001
65655.73,3.0,174.5313,85.8037,12.5736,3.5069,-11.2552,-0.1193,11.2557,0.0847,-0.1771,-0.0847,11.06,11.06,0.14
65655.76,3.0,174.1562,85.7994,12.4453,3.5925,-11.2523,-0.1301,11.2531,0.0847,-0.3233,-0.0847,11.05,11.05,0.14
65655.8,3.0,173.78099999999995,85.7946,12.5737,3.5069,-11.2559,-0.1416,11.2567,-0.1078,-0.3464,0.1155,11.05,11.04,0.13
65655.83,3.0,173.4054,85.7895,12.7447,3.6351,-11.2688,-0.1534,11.2698,-0.3849,-0.3541,0.3926,11.04,11.04,0.14
65655.86,3.0,173.0292,85.78399999999998,12.4025,3.6351,-11.2847,-0.1645,11.2859,-0.4773,-0.331,0.485,11.03,11.03,0.13
65655.9,3.0,172.6522,85.7783,12.702,3.5497,-11.3093,-0.1714,11.3106,-0.7390000000000001,-0.2078,0.7390000000000001,11.02,11.02,0.13
65655.93,3.0,172.2744,85.7725,12.6591,3.3358,-11.3342,-0.1732,11.3355,-0.7467,-0.0539,0.7467,11.01,11.01,0.12
65655.96,3.0,171.8961,85.7669,12.6591,3.3358,-11.3488,-0.1704,11.3501,-0.4388,0.0847,0.4388,11.0,11.0,0.12
65656.0,3.0,171.5179,85.7614,12.317,3.3358,-11.345999999999998,-0.1647,11.3473,0.0847,0.1694,-0.0847,11.0,11.0,0.11
65656.03,3.0,171.1403,85.7562,12.0603,3.4214,-11.3301,-0.1565,11.3311,0.4773,0.2463,-0.4773,10.99,10.99,0.11
65656.06,3.0,170.7641,85.7513,12.317,3.4214,-11.2852,-0.1455,11.2862,1.3472,0.331,-1.3549,10.98,10.98,0.11
65656.1,3.0,170.3893,85.7469,12.317,3.4214,-11.2426,-0.1334,11.2434,1.2779,0.3618,-1.2856,10.98,10.98,0.11
65656.13,3.0,170.0161,85.7428,12.0603,3.5069,-11.1972,-0.1224,11.1979,1.3626,0.331,-1.3626,10.98,10.98,0.11
65656.16,3.0,169.6441,85.73899999999998,12.1459,3.3358,-11.1605,-0.1147,11.161,1.1008,0.2309,-1.1008,10.98,10.98,0.09000000400000001
65656.2,3.0,169.2732,85.7353,12.317,3.5069,-11.1281,-0.1088,11.1286,0.97,0.1771,-0.97,10.98,10.98,0.1
65656.23,3.0,168.9032,85.7318,12.0603,3.4214,-11.0991,-0.1047,11.0997,0.8699,0.1232,-0.8699,10.98,10.98,0.11
65656.26,3.0,168.5338,85.7285,12.317,3.4214,-11.0827,-0.1003,11.0832,0.4927,0.1309,-0.4927,10.98,10.98,0.09000000400000001
65656.3,3.0,168.1648,85.7252,12.317,3.4214,-11.0694,-0.098,11.0699,0.4003,0.0693,-0.4003,10.98,10.98,0.09000000400000001
65656.33,3.0,167.7962,85.72200000000002,12.317,3.3358,-11.0581,-0.0983,11.0586,0.3387,-0.0077,-0.3387,10.98,10.98,0.09000000400000001
65656.36,3.0,167.4274,85.7185,12.8302,3.3358,-11.0648,-0.1034,11.0653,-0.2002,-0.154,0.2002,10.99,10.99,0.079999998
65656.4,3.0,167.058,85.7148,12.8302,3.5925,-11.0812,-0.1106,11.0817,-0.4927,-0.2155,0.4927,10.99,10.99,0.09000000400000001
65656.43,3.0,166.6875,85.7108,12.5737,3.4214,-11.1158,-0.1198,11.1166,-1.0392,-0.2771,1.0392,11.0,11.0,0.09000000400000001
65656.46,3.0,166.3155,85.7066,12.317,3.4214,-11.16,-0.1278,11.1607,-1.3241,-0.2386,1.3241,11.0,11.0,0.09000000400000001
65656.5,3.0,165.942,85.70200000000001,12.4881,3.2503,-11.2043,-0.13699999999999998,11.2051,-1.3318,-0.2771,1.3318,11.0,11.0,0.07
65656.53,3.0,165.5674,85.6971,12.317,3.2503,-11.2385,-0.1465,11.2395,-1.0238,-0.2848,1.0238,11.01,11.01,0.07
65656.56,3.0,165.1919,85.6918,12.0603,3.2503,-11.2623,-0.1599,11.2634,-0.7159,-0.4003,0.7236,11.01,11.01,0.07
65656.6,3.0,164.8161,85.6862,12.6591,3.4214,-11.2741,-0.1681,11.2754,-0.3541,-0.2463,0.3541,11.01,11.01,0.07
65656.63,3.0,164.4402,85.6804,12.5737,3.2503,-11.278,-0.174,11.2793,-0.1155,-0.1771,0.1155,11.03,11.03,0.059999999000000005
65656.66,3.0,164.0643,85.6746,12.317,3.2503,-11.2772,-0.174,11.2785,0.0231,-0.0,-0.0231,11.02,11.02,0.07
65656.7,3.0,163.6885,85.6688,12.317,3.4214,-11.2731,-0.173,11.2744,0.1232,0.0308,-0.1232,11.04,11.04,0.059999999000000005
65656.73,3.0,163.3129,85.663,12.317,3.3358,-11.268,-0.1747,11.2693,0.154,-0.0539,-0.154,11.04,11.04,0.059999999000000005
65656.76,3.0,162.9371,85.6572,12.0603,3.3358,-11.2739,-0.1745,11.2752,-0.1771,0.0077,0.1771,11.04,11.04,0.059999999000000005
65656.8,3.0,162.561,85.6514,12.1459,3.3358,-11.2849,-0.1732,11.2862,-0.331,0.0385,0.331,11.05,11.05,0.059999999000000005
65656.83,3.0,162.1847,85.6457,11.9748,3.2503,-11.287,-0.1712,11.2883,-0.0616,0.0616,0.0616,11.05,11.05,0.059999999000000005
65656.86,3.0,161.8082,85.6401,12.0603,3.2503,-11.2957,-0.1668,11.297,-0.2617,0.1309,0.2617,11.06,11.06,0.050000000999999995
65656.9,3.0,161.4313,85.6348,12.1459,3.2503,-11.3072,-0.1617,11.3085,-0.3464,0.154,0.3464,11.06,11.06,0.050000000999999995
65656.93,3.0,161.0539,85.6294,11.9748,3.2503,-11.3224,-0.1591,11.3234,-0.4542,0.077,0.4542,11.06,11.06,0.059999999000000005
65656.96,3.0,160.6757,85.6244,12.317,3.1648,-11.3457,-0.1519,11.3468,-0.7005,0.2155,0.7005,11.06,11.06,0.050000000999999995
65657.0,3.0,160.2965,85.6197,12.317,3.0792,-11.3747,-0.1419,11.3755,-0.8699,0.3002,0.8622,11.07,11.07,0.050000000999999995
65657.03,3.0,159.9166,85.6153,12.3598,3.2931,-11.3976,-0.1301,11.3983,-0.6851,0.3541,0.6774,11.07,11.07,0.050000000999999995
65657.06,3.0,159.5365,85.6112,12.317,3.3358,-11.4024,-0.1224,11.4032,-0.1463,0.2309,0.1463,11.07,11.07,0.050000000999999995
65657.1,3.0,159.1565,85.6073,12.317,3.3786,-11.4027,-0.1168,11.4032,-0.0077,0.1694,0.0077,11.08,11.08,0.039999999
65657.13,3.0,158.7764,85.6035,12.317,3.4642,-11.4027,-0.1152,11.4032,0.0,0.0462,-0.0,11.09,11.09,0.050000000999999995
65657.16,3.0,158.3965,85.5995,12.0604,3.3786,-11.3947,-0.1191,11.3953,0.2386,-0.1155,-0.2386,11.09,11.09,0.050000000999999995
65657.2,3.0,158.0173,85.5953,12.1887,3.2931,-11.377,-0.1257,11.3778,0.5312,-0.2002,-0.5312,11.09,11.09,0.050000000999999995
65657.23,3.0,157.6388,85.5909,12.1887,3.2931,-11.3537,-0.1337,11.3545,0.7005,-0.2386,-0.7005,11.1,11.1,0.059999999000000005
65657.26,3.0,157.2611,85.5862,12.1887,3.3358,-11.3314,-0.1409,11.3321,0.6697,-0.2155,-0.6697,11.1,11.1,0.039999999
65657.3,3.0,156.8843,85.5813,12.317,3.3358,-11.306,-0.1483,11.307,0.7621,-0.2232,-0.7621,11.1,11.1,0.050000000999999995
65657.33,3.0,156.5082,85.5761,12.4881,3.2931,-11.2818,-0.1547,11.2829,0.7236,-0.1925,-0.7236,11.11,11.11,0.050000000999999995
65657.36,3.0,156.1328,85.5709,12.5736,3.2503,-11.2631,-0.157,11.2641,0.562,-0.0693,-0.562,11.12,11.12,0.059999999000000005
65657.4,3.0,155.7579,85.5656,12.6164,3.2931,-11.2467,-0.1583,11.2477,0.4927,-0.0385,-0.4927,11.11,11.11,0.050000000999999995
65657.43,3.0,155.3838,85.5603,12.317,3.3358,-11.2238,-0.1573,11.2249,0.6851,0.0308,-0.6851,11.11,11.11,0.050000000999999995
65657.46,3.0,155.0101,85.5552,12.317,3.3358,-11.2085,-0.1552,11.2095,0.4619,0.0616,-0.4619,11.12,11.12,0.050000000999999995
65657.5,3.0,154.6367,85.5501,12.4025,3.2931,-11.2046,-0.1511,11.2056,0.1155,0.1232,-0.1155,11.13,11.13,0.050000000999999995
65657.53,3.0,154.2627,85.5454,12.317,3.2931,-11.2187,-0.1424,11.2197,-0.4234,0.2617,0.4234,11.13,11.13,0.050000000999999995
65657.56,3.0,153.8878,85.541,12.1887,3.1648,-11.2475,-0.1309,11.2482,-0.8622,0.3464,0.8545,11.13,11.13,0.039999999
65657.6,3.0,153.5116,85.537,12.317,3.2503,-11.2844,-0.1203,11.2852,-1.1085,0.3156,1.1085,11.14,11.14,0.050000000999999995
65657.63,3.0,153.134,85.5332,11.8038,3.0792,-11.3285,-0.1134,11.3291,-1.3241,0.2078,1.3241,11.14,11.14,0.050000000999999995
65657.66,3.0,152.7551,85.5296,12.1459,3.5069,-11.3688,-0.1085,11.3693,-1.2086,0.1463,1.2086,11.15,11.15,0.039999999
65657.7,3.0,152.3754,85.52600000000002,12.6164,3.3358,-11.3904,-0.1073,11.3909,-0.6466,0.0385,0.6466,11.15,11.15,0.039999999
65657.73,3.0,151.9952,85.5225,12.5309,3.2503,-11.4058,-0.105,11.4063,-0.4619,0.0693,0.4619,11.15,11.15,0.039999999
65657.76,3.0,151.6146,85.5191,12.5736,3.2075,-11.4178,-0.1034,11.4184,-0.3618,0.0462,0.3618,11.15,11.15,0.050000000999999995
65657.8,3.0,151.2341,85.5157,12.4454,3.2075,-11.4132,-0.1011,11.4137,0.1386,0.0693,-0.1386,11.15,11.15,0.039999999
65657.83,3.0,150.85399999999996,85.5124,12.4453,3.2503,-11.4032,-0.0993,11.4037,0.3002,0.0539,-0.3002,11.16,11.16,0.039999999
65657.86,3.0,150.4746,85.5092,12.4453,3.2931,-11.3829,-0.0967,11.3835,0.6082,0.077,-0.6082,11.16,11.16,0.039999999
65657.9,3.0,150.0959,85.506,12.4453,3.1648,-11.3624,-0.0949,11.3629,0.6158,0.0539,-0.6158,11.17,11.17,0.050000000999999995
65657.93,3.0,149.7179,85.5028,12.0604,3.1648,-11.3383,-0.0955,11.3388,0.7236,-0.0154,-0.7236,11.17,11.17,0.059999999000000005
65657.96,3.0,149.3408,85.4995,12.5737,3.4214,-11.3129,-0.0988,11.3134,0.7621,-0.1001,-0.7621,11.17,11.17,0.039999999
65658.0,3.0,148.9644,85.49600000000002,12.1887,3.4214,-11.2936,-0.1073,11.2942,0.5774,-0.254,-0.5774,11.18,11.18,0.039999999
65658.03,3.0,148.5882,85.4921,12.1886,3.3358,-11.2857,-0.1165,11.2862,0.2386,-0.2771,-0.2386,11.18,11.18,0.050000000999999995
65658.06,3.0,148.2118,85.488,12.4881,3.3358,-11.2926,-0.1221,11.2934,-0.2078,-0.1694,0.2078,11.18,11.18,0.039999999
65658.1,3.0,147.8347,85.4838,12.317,2.9082,-11.3114,-0.1252,11.3121,-0.562,-0.0924,0.562,11.18,11.18,0.059999999000000005
65658.13,3.0,147.4567,85.4798,12.317,2.9082,-11.3401,-0.1206,11.3406,-0.8622,0.1386,0.8622,11.18,11.18,0.050000000999999995
65658.16,3.0,147.0779,85.4761,12.0603,2.9082,-11.365,-0.1129,11.3655,-0.7467,0.2309,0.7467,11.19,11.19,0.07
65658.2,3.0,146.6983,85.4726,11.9748,3.0792,-11.3868,-0.1021,11.3873,-0.6543,0.3233,0.6543,11.19,11.19,0.050000000999999995
65658.23,3.0,146.3182,85.4697,12.5737,3.2503,-11.4035,-0.0898,11.4037,-0.5004,0.3695,0.5004,11.19,11.19,0.039999999
65658.26,3.0,145.9381,85.4671,12.317,3.2503,-11.4045,-0.0765,11.4048,-0.0308,0.4003,0.0308,11.2,11.2,0.050000000999999995
65658.3,3.0,145.5578,85.465,12.317,3.2503,-11.4083,-0.0624,11.4086,-0.1155,0.4234,0.1155,11.2,11.2,0.059999999000000005
65658.33,3.0,145.1775,85.4634,12.317,3.2503,-11.4094,-0.0485,11.4094,-0.0308,0.4157,0.0308,11.2,11.2,0.050000000999999995
65658.36,3.0,144.7972,85.4622,12.317,3.2503,-11.4086,-0.0349,11.4086,0.0231,0.408,-0.0231,11.21,11.21,0.050000000999999995
65658.4,3.0,144.4167,85.4615,12.1459,3.2503,-11.413,-0.0223,11.413,-0.1309,0.3772,0.1309,11.2,11.2,0.039999999
65658.43,3.0,144.0358,85.4611,12.317,3.2503,-11.4268,-0.011,11.4268,-0.4157,0.3387,0.4157,11.21,11.21,0.050000000999999995
65658.46,3.0,143.6542,85.4611,11.9748,3.1648,-11.4481,-0.0015,11.4481,-0.6389,0.2848,0.6389,11.2,11.2,0.059999999000000005
65658.5,3.0,143.2721,85.4613,11.9748,3.2503,-11.4651,0.0077,11.4651,-0.5081,0.2771,0.5081,11.2,11.2,0.059999999000000005
65658.53,3.0,142.8896,85.4617,12.4881,3.1648,-11.4751,0.0118,11.4751,-0.3002,0.1232,0.3002,11.2,11.2,0.050000000999999995
65658.56,3.0,142.5066,85.4621,12.317,3.2075,-11.4892,0.0105,11.4892,-0.4234,-0.0385,0.4234,11.19,11.19,0.039999999
65658.6,3.0,142.1232,85.4623,12.4881,3.2075,-11.5012,0.0069,11.5012,-0.3618,-0.1078,0.3618,11.18,11.18,0.050000000999999995
65658.63,3.0,141.7394,85.4623,12.4881,3.1648,-11.5138,0.0005,11.5138,-0.3772,-0.1925,0.3772,11.18,11.18,0.050000000999999995
65658.66,3.0,141.3553,85.462,12.4025,3.2075,-11.5228,-0.0095,11.5228,-0.2694,-0.3002,0.2694,11.18,11.18,0.059999999000000005
65658.7,3.0,140.9709,85.4613,12.4453,3.2075,-11.5318,-0.0213,11.5318,-0.2694,-0.3541,0.2694,11.17,11.17,0.059999999000000005
65658.73,3.0,140.5863,85.4602,12.4881,3.2075,-11.5402,-0.0336,11.5402,-0.254,-0.3695,0.254,11.17,11.17,0.039999999
65658.76,3.0,140.2015,85.4587,12.7019,3.2075,-11.5436,-0.0449,11.5436,-0.1001,-0.3387,0.1001,11.16,11.16,0.059999999000000005
65658.8,3.0,139.817,85.4569,12.4881,3.2931,-11.5336,-0.0526,11.5336,0.3002,-0.2309,-0.3002,11.16,11.16,0.059999999000000005
65658.83,3.0,139.4331,85.4551,12.1886,3.2503,-11.5174,-0.0549,11.5177,0.485,-0.0693,-0.485,11.15,11.15,0.050000000999999995
65658.86,3.0,139.0505,85.4534,12.1459,3.1648,-11.4797,-0.0516,11.4797,1.1316,0.1001,-1.1316,11.14,11.14,0.059999999000000005
65658.9,3.0,138.6687,85.4519,12.1887,3.2075,-11.4527,-0.0434,11.4527,0.8083,0.2463,-0.8083,11.14,11.14,0.050000000999999995
65658.93,3.0,138.2876,85.45100000000002,12.317,3.2931,-11.433,-0.0287,11.433,0.5928,0.4388,-0.5928,11.13,11.13,0.059999999000000005
65658.96,3.0,137.9069,85.4506,12.317,3.2075,-11.4222,-0.0113,11.4222,0.3233,0.5235,-0.3233,11.13,11.13,0.059999999000000005
65659.0,3.0,137.5263,85.4508,12.317,3.2075,-11.416,0.0054,11.416,0.1848,0.5004,-0.1848,11.12,11.12,0.07
65659.03,3.0,137.1459,85.4515,12.5308,3.2075,-11.4135,0.0223,11.4135,0.077,0.5081,-0.077,11.12,11.11,0.050000000999999995
65659.06,3.0,136.7656,85.4528,12.4453,3.2503,-11.4089,0.0372,11.4089,0.1386,0.4465,-0.1386,11.12,11.12,0.059999999000000005
65659.1,3.0,136.3855,85.4545,12.4453,3.2075,-11.4024,0.0523,11.4024,0.1925,0.4542,-0.1925,11.11,11.11,0.050000000999999995
65659.13,3.0,136.0057,85.4568,12.6164,3.2075,-11.395,0.0685,11.3953,0.2232,0.485,-0.2232,11.11,11.11,0.059999999000000005
65659.16,3.0,135.6262,85.4596,12.5309,3.1648,-11.384,0.0847,11.3842,0.331,0.485,-0.331,11.1,11.1,0.039999999
65659.2,3.0,135.2473,85.4628,12.488,3.1648,-11.3668,0.0957,11.3673,0.5158,0.331,-0.5158,11.1,11.1,0.050000000999999995
65659.23,3.0,134.8695,85.4663,12.2314,3.1648,-11.335,0.1037,11.3355,0.9546,0.2386,-0.9546,11.11,11.11,0.059999999000000005
65659.26,3.0,134.4926,85.4699,12.1887,3.1648,-11.3054,0.1075,11.306,0.8853,0.1155,-0.8853,11.12,11.12,0.050000000999999995
65659.3,3.0,134.1168,85.4734,12.0604,3.1648,-11.2752,0.1073,11.2757,0.9084,-0.0077,-0.9084,11.12,11.12,0.059999999000000005
65659.33,3.0,133.7417,85.4768,12.2742,3.1648,-11.2523,0.1019,11.2528,0.6851,-0.1617,-0.6851,11.12,11.12,0.059999999000000005
65659.36,3.0,133.3674,85.4798,12.1459,3.2075,-11.2295,0.0896,11.2298,0.6851,-0.3695,-0.6851,11.13,11.13,0.059999999000000005
65659.4,3.0,132.9938,85.4822,12.4454,3.2075,-11.2082,0.0713,11.2085,0.6389,-0.5466,-0.6466,11.13,11.13,0.050000000999999995
65659.43,3.0,132.6207,85.4838,12.2314,3.2075,-11.1923,0.0477,11.1923,0.4773,-0.7082,-0.4773,11.13,11.13,0.059999999000000005
65659.46,3.0,132.2478,85.4845,12.317,3.2075,-11.1864,0.0218,11.1864,0.1771,-0.7775,-0.1771,11.14,11.14,0.050000000999999995
65659.5,3.0,131.8752,85.4844,12.7874,3.2503,-11.1797,-0.0038,11.1797,0.2002,-0.7698,-0.2002,11.14,11.14,0.039999999
65659.53,3.0,131.5024,85.4835,12.4026,3.2075,-11.183,-0.0267,11.183,-0.1001,-0.6851,0.1001,11.14,11.14,0.050000000999999995
65659.56,3.0,131.1294,85.48200000000001,12.4881,3.2075,-11.189,-0.0454,11.189,-0.1771,-0.562,0.1771,11.14,11.14,0.050000000999999995
65659.6,3.0,130.7565,85.48,12.4881,3.2075,-11.1884,-0.058,11.1887,0.0154,-0.3772,-0.0154,11.15,11.15,0.050000000999999995
65659.63,3.0,130.3833,85.4778,12.6164,3.2503,-11.1961,-0.0667,11.1964,-0.2309,-0.2617,0.2309,11.15,11.15,0.039999999
65659.66,3.0,130.0097,85.4755,12.4881,3.2503,-11.2079,-0.0708,11.2082,-0.3541,-0.1232,0.3541,11.15,11.15,0.050000000999999995
65659.7,3.0,129.6357,85.4731,12.3597,3.2503,-11.2203,-0.0718,11.2205,-0.3695,-0.0308,0.3695,11.16,11.16,0.050000000999999995
65659.73,3.0,129.2612,85.4707,12.4881,3.2075,-11.2344,-0.0721,11.2346,-0.4234,-0.0077,0.4234,11.16,11.16,0.059999999000000005
65659.76,3.0,128.8861,85.4684,12.7019,3.2503,-11.2536,-0.0685,11.2539,-0.5774,0.1078,0.5774,11.16,11.16,0.050000000999999995
65659.8,3.0,128.5103,85.4663,12.4025,3.2075,-11.2734,-0.0634,11.2736,-0.5928,0.154,0.5928,11.16,11.16,0.050000000999999995
65659.83,3.0,128.134,85.4645,12.2314,3.2075,-11.2903,-0.0523,11.2903,-0.5081,0.331,0.5081,11.16,11.16,0.050000000999999995
65659.86,3.0,127.757,85.4632,12.4881,3.2075,-11.3096,-0.039,11.3096,-0.5774,0.4003,0.5774,11.16,11.16,0.050000000999999995
65659.9,3.0,127.3792,85.4624,12.4453,3.2503,-11.3334,-0.0249,11.3334,-0.7159,0.4234,0.7159,11.16,11.16,0.039999999
65659.93,3.0,127.0007,85.462,12.2314,3.2503,-11.3539,-0.0105,11.3539,-0.6158,0.4311,0.6158,11.17,11.17,0.029999999
65659.96,3.0,126.6221,85.4622,12.4453,3.3358,-11.3604,0.0044,11.3604,-0.1925,0.4465,0.1925,11.17,11.17,0.039999999
65660.0,3.0,126.2429,85.4627,12.5736,3.4214,-11.3737,0.0164,11.3737,-0.4003,0.3618,0.4003,11.17,11.17,0.050000000999999995
65660.03,3.0,125.8632,85.4636,12.4881,3.4214,-11.3909,0.0262,11.3909,-0.5158,0.2925,0.5158,11.18,11.18,0.039999999
65660.06,3.0,125.4831,85.4647,12.317,3.4214,-11.4048,0.0334,11.4048,-0.4157,0.2155,0.4157,11.18,11.18,0.039999999
65660.1,3.0,125.1026,85.46600000000002,12.4881,3.3786,-11.4132,0.0375,11.4132,-0.254,0.1232,0.254,11.19,11.19,0.029999999
65660.13,3.0,124.722,85.4672,12.4881,3.3786,-11.4194,0.0362,11.4194,-0.1848,-0.0385,0.1848,11.19,11.19,0.039999999
65660.16,3.0,124.341,85.4683,12.3598,3.3358,-11.4296,0.0326,11.4296,-0.3079,-0.1078,0.3079,11.2,11.2,0.029999999
65660.2,3.0,123.9598,85.4692,12.1887,3.3358,-11.4363,0.0293,11.4363,-0.2002,-0.1001,0.2002,11.2,11.2,0.02
65660.23,3.0,123.5784,85.4701,12.317,3.3358,-11.4409,0.0254,11.4409,-0.1386,-0.1155,0.1386,11.2,11.2,0.02
65660.26,3.0,123.1971,85.4708,12.5308,3.2503,-11.4384,0.0226,11.4384,0.077,-0.0847,-0.077,11.21,11.21,0.029999999
65660.3,3.0,122.8162,85.4716,12.5736,3.1648,-11.4278,0.0239,11.4278,0.3156,0.0385,-0.3156,11.21,11.21,0.029999999
65660.33,3.0,122.4362,85.4724,12.1459,3.1648,-11.3999,0.0226,11.3999,0.8391,-0.0385,-0.8391,11.21,11.21,0.02
65660.36,3.0,122.0573,85.4731,12.3597,3.2503,-11.3686,0.0205,11.3686,0.9392,-0.0616,-0.9392,11.21,11.21,0.02
65660.4,3.0,121.6794,85.4736,12.5308,3.3358,-11.3365,0.0159,11.3365,0.9623,-0.1386,-0.9623,11.22,11.22,0.029999999
65660.43,3.0,121.3027,85.4739,12.4025,3.2931,-11.3006,0.0092,11.3006,1.0777,-0.2002,-1.0777,11.22,11.22,0.02
65660.46,3.0,120.9276,85.4738,12.3598,3.3358,-11.2539,-0.0033,11.2539,1.4011,-0.3772,-1.4011,11.23,11.23,0.029999999
65660.5,3.0,120.5539,85.4732,12.4881,3.3358,-11.2097,-0.0185,11.2097,1.3241,-0.4542,-1.3241,11.24,11.24,0.02
65660.53,3.0,120.1815,85.47200000000002,12.3597,3.2503,-11.1712,-0.0344,11.1712,1.1547,-0.4773,-1.1547,11.25,11.25,0.039999999
65660.56,3.0,119.8101,85.4704,12.2742,3.3358,-11.1438,-0.048,11.1438,0.8237,-0.408,-0.8237,11.25,11.25,0.029999999
65660.6,3.0,119.4392,85.4685,12.2314,3.2075,-11.1271,-0.059,11.1274,0.5004,-0.331,-0.5004,11.25,11.25,0.029999999
65660.63,3.0,119.0685,85.4662,12.317,3.2503,-11.1197,-0.0672,11.1199,0.2232,-0.2463,-0.2232,11.25,11.25,0.02
65660.66,3.0,118.6977,85.4638,12.5308,3.2503,-11.1248,-0.0724,11.1251,-0.154,-0.154,0.154,11.26,11.26,0.029999999
65660.7,3.0,118.3267,85.4613,12.3597,3.2503,-11.1289,-0.0752,11.1292,-0.1232,-0.0847,0.1232,11.26,11.26,0.039999999
65660.73,3.0,117.9553,85.4587,12.4025,3.2503,-11.1433,-0.0765,11.1435,-0.4311,-0.0385,0.4311,11.26,11.26,0.029999999
65660.76,3.0,117.5831,85.4562,12.5309,3.2931,-11.1669,-0.0765,11.1671,-0.7082,0.0,0.7082,11.27,11.27,0.029999999
65660.8,3.0,117.2097,85.4537,12.2314,3.2075,-11.2008,-0.0749,11.201,-1.0162,0.0462,1.0162,11.28,11.28,0.0099999998
65660.83,3.0,116.8352,85.4513,12.1459,3.1648,-11.2339,-0.0734,11.2341,-0.9931,0.0462,0.9931,11.28,11.28,0.02
65660.86,3.0,116.4596,85.4488,12.1031,3.2075,-11.2677,-0.0742,11.268,-1.0162,-0.0231,1.0162,11.28,11.28,0.02
65660.9,3.0,116.0828,85.4463,12.1459,3.1648,-11.3054,-0.0754,11.3057,-1.1316,-0.0385,1.1316,11.29,11.29,0.029999999
65660.93,3.0,115.7044,85.4439,12.1459,3.1648,-11.3509,-0.0718,11.3511,-1.3626,0.1078,1.3626,11.3,11.3,0.02
65660.96,3.0,115.3246,85.4417,11.8465,3.1648,-11.3965,-0.0662,11.3968,-1.3703,0.1694,1.3703,11.29,11.29,0.029999999
65661.0,3.0,114.943,85.4398,12.1031,3.1648,-11.4458,-0.0562,11.4461,-1.4780000000000002,0.3002,1.4780000000000002,11.3,11.3,0.02
